Person_Age,Person_Income,Loan_Amount,Credit_Score,Years_at_Job,Existing_Loans,Education_Level,Home_Ownership,Default_Next_Month,Application_Source,Application_ID
87,143573.0,19406,808,0,3,PhD,Rent,1,Web_Portal,APP-2711
83,93285.0,8765,495,0,0,PhD,Rent,1,Web_Portal,APP-8862
21,176308.0,41326,504,11,4,Master,Rent,1,Web_Portal,APP-5235
40,31251.0,21897,453,9,0,High School,Mortgage,0,Web_Portal,APP-6192
20,64787.0,43368,422,20,4,Bachelor,Mortgage,0,Web_Portal,APP-3398
52,157662.0,1100,758,11,1,PhD,Rent,0,Web_Portal,APP-6434
19,59612.0,16370,318,22,2,PhD,Mortgage,0,Web_Portal,APP-7057
34,158078.0,6296,484,26,2,High School,Mortgage,0,Web_Portal,APP-10318
51,85930.0,29783,782,18,3,High School,Rent,0,Web_Portal,APP-2186
53,166009.0,14195,405,25,2,High School,Mortgage,0,Web_Portal,APP-7013
48,95664.0,47887,578,34,4,Bachelor,Own,0,Web_Portal,APP-10793
27,29754.0,44938,335,10,3,PhD,Rent,1,Web_Portal,APP-7014
53,149473.0,16441,347,29,3,PhD,Rent,0,Web_Portal,APP-2977
39,22998.0,45583,443,29,4,High School,Own,0,Web_Portal,APP-10887
43,156037.0,44661,511,27,2,PhD,Mortgage,1,Web_Portal,APP-5247
65,194380.0,25518,810,26,4,High School,Mortgage,0,Web_Portal,APP-8672
18,135016.0,3026,427,6,3,Master,Own,0,Web_Portal,APP-1915
62,23273.0,20942,791,33,2,Master,Rent,1,Web_Portal,APP-2305
24,52600.0,37116,432,14,0,High School,Mortgage,1,Web_Portal,APP-6455
24,97017.0,7547,774,31,4,Bachelor,Mortgage,0,Web_Portal,APP-4049
63,125711.0,19358,506,14,3,Bachelor,Mortgage,0,Web_Portal,APP-10521
42,57190.0,32831,483,29,1,Master,Mortgage,0,Web_Portal,APP-2273
61,78951.0,43782,844,31,4,Master,Rent,0,Web_Portal,APP-9055
68,157186.0,16640,735,32,4,PhD,Own,1,Web_Portal,APP-3796
51,188641.0,16072,376,29,0,Master,Own,0,Web_Portal,APP-2398
80,116917.0,28786,404,28,1,High School,Mortgage,0,Web_Portal,APP-4358
76,113498.0,33812,815,4,4,Bachelor,Rent,0,Web_Portal,APP-1183
36,84557.0,43871,634,29,1,Master,Own,1,Web_Portal,APP-7867
28,69949.0,18408,437,5,1,High School,Own,0,Web_Portal,APP-6695
78,20393.0,45847,496,4,1,High School,Own,0,Web_Portal,APP-9835
31,25635.0,25284,631,33,2,High School,Mortgage,0,Web_Portal,APP-10626
84,90648.0,30854,327,36,0,Master,Rent,0,Web_Portal,APP-7170
67,122885.0,23158,405,18,3,Master,Rent,0,Web_Portal,APP-7987
37,158193.0,46321,755,5,4,High School,Rent,0,Web_Portal,APP-5567
46,99766.0,3764,678,6,1,Master,Rent,0,Web_Portal,APP-9955
63,112969.0,37189,833,2,2,Bachelor,Rent,0,Web_Portal,APP-3656
21,32926.0,2007,574,3,4,PhD,Mortgage,0,Legacy_System,APP-9309
50,134679.0,39907,446,30,0,High School,Rent,0,Web_Portal,APP-7857
28,119655.0,13394,331,27,2,High School,Mortgage,0,Web_Portal,APP-2961
43,179740.0,20335,476,23,4,PhD,Own,0,Web_Portal,APP-7383
64,116777.0,5626,813,32,1,PhD,Rent,0,Web_Portal,APP-9853
83,92242.0,40280,405,27,4,Bachelor,Mortgage,0,Web_Portal,APP-10973
26,104728.0,31083,820,11,4,Master,Rent,0,Web_Portal,APP-2251
20,178371.0,2726,698,30,1,Bachelor,Mortgage,0,Web_Portal,APP-4176
48,45346.0,9813,366,1,1,PhD,Own,0,Web_Portal,APP-8760
80,24789.0,47678,757,22,4,Bachelor,Rent,0,Web_Portal,APP-6013
47,103299.0,22826,590,17,2,Master,Rent,1,Web_Portal,APP-10705
23,194877.0,36306,588,34,1,Master,Rent,1,Web_Portal,APP-7539
44,119054.0,45707,488,37,0,PhD,Rent,0,Web_Portal,APP-4289
28,151151.0,20449,410,20,1,Master,Own,0,Web_Portal,APP-7448
89,109017.0,35864,461,37,2,Master,Own,1,Web_Portal,APP-9726
83,104074.0,15186,610,29,3,High School,Rent,1,Web_Portal,APP-8611
45,126888.0,41197,751,10,3,High School,Mortgage,1,Web_Portal,APP-7275
24,78791.0,45370,531,38,3,PhD,Own,0,Web_Portal,APP-7887
26,101219.0,15542,823,27,1,Bachelor,Own,0,Web_Portal,APP-2051
34,172931.0,34043,351,35,3,PhD,Mortgage,0,Web_Portal,APP-5069
37,199194.0,22985,752,22,0,Master,Mortgage,0,Web_Portal,APP-7022
19,196225.0,4463,705,27,0,PhD,Own,0,Web_Portal,APP-6552
23,74698.0,26700,827,27,4,High School,Own,0,Web_Portal,APP-1272
86,157821.0,19703,587,4,4,High School,Mortgage,0,Web_Portal,APP-3042
74,192304.0,5022,500,22,1,Master,Own,0,Web_Portal,APP-5763
20,35628.0,31175,322,0,0,Master,Mortgage,0,Web_Portal,APP-9997
84,101443.0,31639,726,15,3,High School,Rent,0,Web_Portal,APP-6204
25,20638.0,14015,502,36,2,High School,Rent,0,Web_Portal,APP-10509
71,150439.0,12055,601,1,2,High School,Mortgage,0,Web_Portal,APP-2086
18,145592.0,40871,404,13,4,High School,Own,1,Legacy_System,APP-9373
28,60301.0,20159,513,7,2,PhD,Own,0,Web_Portal,APP-8732
55,139278.0,14493,793,10,0,Bachelor,Mortgage,0,Web_Portal,APP-8515
35,66235.0,34397,596,5,1,Master,Mortgage,0,Web_Portal,APP-7678
18,88040.0,3684,688,23,3,Master,Own,1,Web_Portal,APP-5322
36,87952.0,19368,424,16,1,PhD,Rent,0,Web_Portal,APP-7946
85,104124.0,48458,657,8,2,PhD,Mortgage,0,Web_Portal,APP-8747
57,181641.0,5762,583,33,4,High School,Own,1,Web_Portal,APP-7772
47,,25463,493,29,0,Bachelor,Own,0,Web_Portal,APP-6518
57,178497.0,25870,441,1,4,High School,Mortgage,0,Web_Portal,APP-6117
69,80482.0,46746,565,8,4,Bachelor,Mortgage,0,Web_Portal,APP-7179
22,183024.0,32576,582,3,4,Master,Own,0,Web_Portal,APP-5709
43,68263.0,48496,626,30,4,Master,Rent,1,Web_Portal,APP-9121
79,49858.0,19973,493,6,1,Master,Own,0,Web_Portal,APP-6969
56,77995.0,40678,612,35,0,Master,Own,1,Web_Portal,APP-7784
39,34633.0,44394,612,5,1,High School,Rent,1,Web_Portal,APP-4478
20,133741.0,16549,795,17,4,PhD,Own,0,Web_Portal,APP-9414
67,107844.0,15003,694,27,3,Master,Mortgage,0,Web_Portal,APP-4924
59,145416.0,25881,421,27,2,Master,Rent,0,Web_Portal,APP-2748
76,123170.0,12955,546,23,3,Bachelor,Mortgage,0,Web_Portal,APP-1732
65,120919.0,47741,580,20,3,High School,Rent,0,Web_Portal,APP-3553
88,98352.0,7836,304,24,4,High School,Mortgage,0,Web_Portal,APP-6458
71,66526.0,47509,763,31,4,PhD,Own,0,Web_Portal,APP-6873
83,29236.0,20637,779,17,4,Bachelor,Mortgage,0,Web_Portal,APP-3662
86,184898.0,30048,795,13,3,PhD,Mortgage,0,Web_Portal,APP-10398
58,146691.0,26362,550,21,2,Master,Mortgage,0,Web_Portal,APP-7455
68,,8928,630,33,1,Bachelor,Rent,0,Web_Portal,APP-4113
86,87261.0,14350,630,3,2,Bachelor,Mortgage,0,Web_Portal,APP-4303
85,144494.0,47051,686,15,0,Bachelor,Mortgage,1,Web_Portal,APP-2344
89,33189.0,22005,556,29,4,Master,Own,0,Web_Portal,APP-2690
39,168055.0,23454,443,15,4,High School,Mortgage,0,Web_Portal,APP-8180
61,107753.0,8856,502,5,1,Master,Mortgage,0,Web_Portal,APP-7499
77,140522.0,43028,757,3,4,High School,Mortgage,1,Web_Portal,APP-4308
25,27771.0,1435,451,13,2,Bachelor,Rent,0,Web_Portal,APP-2504
59,101352.0,3103,369,10,2,PhD,Mortgage,0,Web_Portal,APP-2806
35,188501.0,39245,439,15,2,PhD,Rent,1,Web_Portal,APP-9469
73,23625.0,32377,324,7,4,Bachelor,Own,1,Web_Portal,APP-6369
61,24799.0,17640,519,37,3,PhD,Mortgage,0,Web_Portal,APP-4791
61,42991.0,14269,542,28,0,Bachelor,Rent,0,Web_Portal,APP-10520
72,75256.0,27199,436,15,2,Bachelor,Mortgage,0,Web_Portal,APP-8329
21,77505.0,3447,710,28,0,PhD,Rent,1,Web_Portal,APP-6909
70,65310.0,33771,817,12,4,Master,Mortgage,1,Web_Portal,APP-7825
76,114478.0,41274,611,21,1,PhD,Own,0,Web_Portal,APP-8263
39,144714.0,19912,715,19,0,Bachelor,Mortgage,0,Web_Portal,APP-2848
53,,46788,355,1,0,PhD,Own,1,Web_Portal,APP-5512
51,41711.0,23406,841,8,3,PhD,Rent,1,Legacy_System,APP-3431
48,78920.0,11736,565,14,0,Bachelor,Own,0,Web_Portal,APP-5660
23,33219.0,17155,458,23,2,Bachelor,Own,0,Web_Portal,APP-9885
63,124649.0,40441,377,7,3,High School,Rent,0,Web_Portal,APP-6584
89,75547.0,11053,698,32,2,PhD,Own,0,Web_Portal,APP-1142
65,97656.0,24014,761,27,2,Master,Mortgage,0,Web_Portal,APP-9760
64,116988.0,30101,826,11,0,Master,Own,0,Web_Portal,APP-10211
89,149716.0,38729,445,8,1,Bachelor,Mortgage,0,Web_Portal,APP-6264
37,159322.0,42787,479,11,4,High School,Rent,1,Web_Portal,APP-4409
59,24889.0,49747,502,25,1,Bachelor,Rent,0,Web_Portal,APP-2117
18,119811.0,2713,727,19,1,PhD,Rent,0,Web_Portal,APP-2756
62,,15665,368,5,1,High School,Rent,0,Web_Portal,APP-1497
87,142561.0,20268,650,1,3,PhD,Own,1,Web_Portal,APP-9031
48,27140.0,31125,549,0,2,Master,Rent,1,Web_Portal,APP-1870
82,141685.0,13238,829,34,1,High School,Rent,0,Web_Portal,APP-4357
58,172755.0,12057,407,21,4,Bachelor,Mortgage,0,Web_Portal,APP-1912
84,110724.0,41358,489,5,2,Master,Rent,0,Web_Portal,APP-1721
30,155148.0,39806,341,22,4,Bachelor,Own,0,Web_Portal,APP-3805
50,138313.0,1084,363,25,4,High School,Mortgage,0,Web_Portal,APP-10943
43,41246.0,27865,708,2,2,Master,Mortgage,0,Web_Portal,APP-1886
28,103404.0,48726,309,4,0,High School,Own,1,Web_Portal,APP-10592
19,164151.0,46102,661,4,3,High School,Own,1,Web_Portal,APP-7587
75,134465.0,32012,803,2,1,Master,Rent,0,Web_Portal,APP-9100
71,134587.0,38459,806,12,4,Master,Mortgage,0,Web_Portal,APP-2520
58,75214.0,6290,813,10,2,Bachelor,Rent,0,Web_Portal,APP-9689
55,187198.0,3859,674,30,0,Master,Own,0,Web_Portal,APP-3746
27,183029.0,10816,849,11,3,Master,Mortgage,0,Web_Portal,APP-7700
42,186033.0,20407,449,20,3,Master,Mortgage,0,Web_Portal,APP-6775
25,187721.0,30763,602,30,0,Bachelor,Own,1,Web_Portal,APP-1314
42,36462.0,22472,676,23,1,Bachelor,Own,0,Web_Portal,APP-2799
75,73871.0,6958,579,0,4,PhD,Mortgage,0,Web_Portal,APP-1327
38,170424.0,37277,517,16,4,Master,Own,0,Web_Portal,APP-6642
38,29815.0,6778,473,29,1,Master,Rent,1,Web_Portal,APP-5204
67,86635.0,36867,678,19,4,Bachelor,Own,0,Web_Portal,APP-4129
34,29442.0,13965,369,16,1,Master,Own,0,Legacy_System,APP-7860
61,176192.0,6243,522,34,4,Master,Rent,0,Web_Portal,APP-10905
83,34281.0,2382,644,18,1,High School,Own,0,Web_Portal,APP-4968
18,105227.0,27111,645,11,0,PhD,Own,0,Web_Portal,APP-6743
20,60364.0,42866,761,28,1,High School,Rent,0,Web_Portal,APP-7226
57,50028.0,4857,334,6,3,PhD,Own,0,Web_Portal,APP-2973
25,85078.0,40074,586,29,1,High School,Rent,0,Web_Portal,APP-1336
44,63319.0,20046,359,4,0,Bachelor,Rent,1,Web_Portal,APP-3764
56,85471.0,1785,687,17,4,Bachelor,Rent,0,Web_Portal,APP-8660
63,104631.0,43918,447,18,1,High School,Own,1,Web_Portal,APP-1275
23,123536.0,41721,816,17,2,High School,Rent,0,Web_Portal,APP-3985
83,124296.0,6136,479,28,4,Bachelor,Rent,0,Web_Portal,APP-6646
49,65957.0,18640,593,38,2,High School,Rent,0,Web_Portal,APP-6849
55,,26755,804,25,0,Bachelor,Rent,0,Web_Portal,APP-4477
20,123806.0,6390,488,22,1,Bachelor,Mortgage,0,Web_Portal,APP-8558
60,125722.0,31253,820,6,2,High School,Mortgage,0,Web_Portal,APP-4558
41,162167.0,27564,378,9,3,PhD,Rent,0,Web_Portal,APP-3809
75,81377.0,43800,363,26,1,Bachelor,Own,0,Web_Portal,APP-10113
67,199304.0,30681,471,32,2,High School,Own,1,Web_Portal,APP-5861
26,185693.0,31413,795,27,4,High School,Mortgage,1,Web_Portal,APP-7586
89,59023.0,39173,315,27,2,Bachelor,Rent,0,Web_Portal,APP-4416
77,82613.0,49120,813,33,0,Master,Rent,0,Web_Portal,APP-1307
78,30426.0,26168,321,6,1,Master,Own,0,Web_Portal,APP-4908
47,82601.0,13731,653,24,1,PhD,Own,0,Web_Portal,APP-1348
59,56373.0,8923,550,14,0,Master,Rent,1,Web_Portal,APP-1826
57,76467.0,10554,762,17,4,Master,Own,0,Web_Portal,APP-10501
59,124472.0,32902,795,13,0,High School,Rent,0,Web_Portal,APP-5482
79,145491.0,18025,347,2,0,PhD,Mortgage,0,Web_Portal,APP-7576
45,184838.0,26226,377,34,1,High School,Rent,0,Web_Portal,APP-4682
86,,35152,632,8,2,PhD,Rent,0,Web_Portal,APP-6876
70,193366.0,3468,501,8,2,Master,Own,0,Web_Portal,APP-9387
34,94944.0,48638,705,16,0,High School,Rent,0,Web_Portal,APP-3053
77,32391.0,30654,481,22,3,Master,Rent,0,Web_Portal,APP-1071
49,178516.0,4864,390,38,4,PhD,Mortgage,0,Web_Portal,APP-6507
81,103017.0,40731,644,14,3,PhD,Mortgage,0,Web_Portal,APP-9514
35,52882.0,20774,688,1,3,High School,Own,0,Web_Portal,APP-8510
58,111742.0,49104,677,15,3,Master,Own,0,Web_Portal,APP-9151
65,97228.0,27358,710,39,1,PhD,Mortgage,0,Web_Portal,APP-2666
33,74714.0,4204,654,39,3,PhD,Rent,0,Web_Portal,APP-8861
35,86851.0,13138,571,21,0,Master,Own,0,Web_Portal,APP-10159
20,29605.0,11204,370,2,3,PhD,Rent,0,Web_Portal,APP-6688
49,129522.0,17220,469,25,3,PhD,Mortgage,0,Web_Portal,APP-2445
80,149022.0,46712,519,20,2,Bachelor,Own,0,Web_Portal,APP-6227
60,133057.0,30966,418,18,4,Master,Rent,0,Web_Portal,APP-7982
43,69616.0,12956,693,15,3,Master,Mortgage,0,Web_Portal,APP-2695
53,24507.0,24492,835,30,2,PhD,Rent,0,Web_Portal,APP-3892
53,189118.0,8500,717,16,3,PhD,Rent,1,Web_Portal,APP-2574
60,188828.0,24060,699,10,3,High School,Mortgage,0,Web_Portal,APP-4203
21,27711.0,9629,444,8,1,Master,Rent,0,Web_Portal,APP-5405
62,143225.0,20147,663,16,1,PhD,Rent,0,Web_Portal,APP-2630
61,179075.0,22483,388,23,3,Bachelor,Own,0,Web_Portal,APP-9380
53,122229.0,14684,506,6,2,Master,Own,0,Web_Portal,APP-2881
86,165120.0,49633,657,7,0,High School,Own,1,Web_Portal,APP-9821
43,110153.0,29160,829,38,4,Bachelor,Rent,0,Web_Portal,APP-7463
24,87309.0,49504,736,21,3,PhD,Own,0,Web_Portal,APP-1848
37,77956.0,29104,323,38,0,PhD,Rent,0,Web_Portal,APP-10923
20,135910.0,14450,451,28,4,PhD,Mortgage,0,Web_Portal,APP-7188
26,147182.0,7208,343,17,0,Master,Mortgage,0,Web_Portal,APP-6869
41,23881.0,25585,511,31,1,High School,Own,1,Web_Portal,APP-3877
37,189573.0,27325,561,14,3,PhD,Rent,0,Web_Portal,APP-1186
48,94236.0,16310,437,39,1,Master,Own,0,Web_Portal,APP-4779
61,33672.0,29973,386,0,3,Master,Rent,0,Web_Portal,APP-2830
55,,30917,521,17,3,Master,Mortgage,0,Web_Portal,APP-9325
48,63341.0,23438,480,6,1,High School,Own,0,Web_Portal,APP-10241
75,174014.0,10218,540,12,3,High School,Own,0,Web_Portal,APP-7378
88,131780.0,20028,402,11,2,Bachelor,Mortgage,0,Web_Portal,APP-2234
46,91257.0,2316,699,25,4,Master,Rent,0,Web_Portal,APP-7964
72,,5509,459,21,1,Master,Mortgage,0,Web_Portal,APP-4915
34,137935.0,26187,347,22,2,Bachelor,Own,0,Web_Portal,APP-1446
68,103106.0,46851,417,38,0,High School,Rent,0,Web_Portal,APP-1844
74,,10751,750,2,2,PhD,Mortgage,0,Web_Portal,APP-9062
44,67027.0,19634,643,27,4,Master,Own,0,Web_Portal,APP-6402
28,117803.0,7625,734,16,2,PhD,Mortgage,1,Web_Portal,APP-3440
42,99183.0,15436,517,7,1,PhD,Rent,0,Web_Portal,APP-4103
42,36893.0,7909,437,6,0,PhD,Rent,0,Web_Portal,APP-9585
44,25392.0,37060,648,33,0,PhD,Mortgage,0,Web_Portal,APP-7791
37,66668.0,45241,303,6,2,Bachelor,Rent,0,Web_Portal,APP-6650
57,105548.0,14979,762,39,0,PhD,Own,0,Web_Portal,APP-2294
60,132858.0,6939,455,29,2,High School,Mortgage,0,Web_Portal,APP-6079
58,179397.0,11691,373,2,1,High School,Mortgage,0,Web_Portal,APP-10016
52,,37759,635,37,0,Bachelor,Own,1,Web_Portal,APP-6067
56,61992.0,8860,739,21,3,Bachelor,Rent,1,Web_Portal,APP-4442
20,68330.0,43112,564,2,3,PhD,Mortgage,0,Web_Portal,APP-9451
67,76172.0,7044,693,2,4,Master,Rent,0,Web_Portal,APP-8273
63,147897.0,18942,389,36,1,Bachelor,Mortgage,0,Web_Portal,APP-7105
81,71921.0,15891,487,16,1,High School,Own,0,Web_Portal,APP-1776
18,153727.0,1133,487,22,2,High School,Own,0,Web_Portal,APP-10716
21,198908.0,5049,489,35,2,Bachelor,Own,1,Web_Portal,APP-3153
71,85227.0,19064,419,28,2,Master,Own,0,Web_Portal,APP-5920
50,178404.0,33337,389,28,1,Bachelor,Own,0,Web_Portal,APP-6360
51,48897.0,17303,402,19,2,Master,Rent,1,Web_Portal,APP-10735
70,21310.0,40025,565,26,0,Master,Own,0,Web_Portal,APP-6957
50,161906.0,12085,549,25,4,PhD,Mortgage,1,Web_Portal,APP-9411
74,122171.0,14336,550,11,1,Master,Mortgage,0,Web_Portal,APP-9432
45,154757.0,25409,445,20,0,Bachelor,Own,0,Web_Portal,APP-4183
19,178178.0,4832,810,36,1,Master,Rent,0,Web_Portal,APP-7792
21,55059.0,11094,484,38,1,Bachelor,Mortgage,0,Web_Portal,APP-4199
22,120146.0,42755,493,2,0,High School,Own,0,Web_Portal,APP-10369
62,161056.0,26785,795,38,0,Master,Own,1,Web_Portal,APP-2289
74,181201.0,44114,712,22,4,PhD,Mortgage,0,Web_Portal,APP-5581
71,44256.0,24937,687,6,3,High School,Mortgage,0,Web_Portal,APP-7192
66,114138.0,4630,751,13,2,Master,Mortgage,0,Web_Portal,APP-9935
30,170441.0,18365,608,16,3,Master,Rent,1,Web_Portal,APP-8149
30,94828.0,10397,557,24,3,Bachelor,Own,1,Web_Portal,APP-10846
84,120271.0,30152,726,25,0,High School,Rent,0,Web_Portal,APP-5106
58,196969.0,14133,459,26,4,PhD,Own,0,Web_Portal,APP-5126
71,108456.0,33059,333,15,1,Master,Mortgage,0,Web_Portal,APP-9300
73,170716.0,31387,640,39,4,Master,Own,1,Web_Portal,APP-4966
55,40471.0,31936,417,24,2,Bachelor,Own,0,Web_Portal,APP-2879
59,131201.0,31907,549,28,0,Bachelor,Own,0,Web_Portal,APP-9496
79,115153.0,39741,724,3,0,PhD,Own,0,Web_Portal,APP-10299
22,70918.0,18443,368,4,1,High School,Own,0,Web_Portal,APP-7348
26,99324.0,45312,755,29,4,Master,Rent,0,Web_Portal,APP-4587
25,157041.0,38616,520,8,1,Master,Own,0,Web_Portal,APP-8372
88,155753.0,40487,477,5,4,High School,Rent,0,Web_Portal,APP-4865
50,125614.0,10153,509,27,4,High School,Rent,0,Web_Portal,APP-9487
62,124493.0,10145,388,12,4,Bachelor,Own,0,Web_Portal,APP-5131
28,,35519,725,15,2,High School,Own,0,Web_Portal,APP-2036
55,,47319,320,26,4,PhD,Rent,0,Web_Portal,APP-1636
88,83805.0,7982,516,9,4,PhD,Own,0,Web_Portal,APP-7153
37,117031.0,35638,549,13,1,Master,Own,0,Web_Portal,APP-5134
54,141880.0,36409,449,33,4,PhD,Own,0,Web_Portal,APP-6338
63,167364.0,7080,594,21,0,Master,Own,0,Web_Portal,APP-2083
44,187364.0,33132,600,1,4,Bachelor,Mortgage,0,Web_Portal,APP-1861
85,169068.0,2132,793,38,2,PhD,Own,0,Web_Portal,APP-1903
36,113778.0,2926,508,35,3,Bachelor,Mortgage,0,Web_Portal,APP-1191
32,117819.0,3438,375,5,1,Master,Mortgage,0,Web_Portal,APP-1109
39,102673.0,8124,795,12,3,PhD,Mortgage,0,Web_Portal,APP-5455
29,196978.0,22618,848,23,0,Master,Mortgage,0,Web_Portal,APP-2942
78,190188.0,2409,358,4,3,High School,Mortgage,0,Web_Portal,APP-6856
38,30246.0,4971,767,12,4,PhD,Own,0,Web_Portal,APP-5331
29,133507.0,41977,620,28,1,Bachelor,Mortgage,0,Web_Portal,APP-9541
77,99781.0,48923,417,9,0,PhD,Own,0,Web_Portal,APP-3040
66,,27241,823,22,2,High School,Own,1,Web_Portal,APP-8331
23,156504.0,20812,724,21,4,PhD,Rent,0,Web_Portal,APP-8317
83,51000.0,6615,313,13,0,PhD,Rent,0,Web_Portal,APP-8779
19,141789.0,30633,598,12,0,High School,Own,0,Web_Portal,APP-5659
84,50353.0,12363,659,14,2,PhD,Mortgage,0,Web_Portal,APP-8313
59,172783.0,23487,578,13,4,PhD,Mortgage,0,Web_Portal,APP-3775
89,169982.0,31139,759,14,4,Bachelor,Own,0,Web_Portal,APP-5145
45,42995.0,35890,776,38,2,PhD,Rent,0,Web_Portal,APP-3323
43,67046.0,33771,604,5,4,Bachelor,Own,1,Web_Portal,APP-1762
60,87156.0,7461,787,9,4,PhD,Mortgage,0,Web_Portal,APP-3617
29,158573.0,14211,776,2,0,Bachelor,Rent,0,Web_Portal,APP-3411
28,133838.0,1992,807,33,4,Master,Rent,0,Web_Portal,APP-2094
24,21112.0,40384,425,24,0,Master,Mortgage,0,Web_Portal,APP-7173
54,,49585,517,29,4,High School,Rent,0,Web_Portal,APP-8048
38,37330.0,15469,780,35,4,Master,Mortgage,0,Web_Portal,APP-10272
76,,14850,362,31,1,High School,Mortgage,0,Web_Portal,APP-4135
27,90916.0,32976,456,33,2,High School,Rent,0,Web_Portal,APP-8787
70,76298.0,19540,533,17,4,PhD,Own,0,Web_Portal,APP-6040
79,64104.0,49848,404,38,0,High School,Rent,0,Web_Portal,APP-4805
53,117356.0,19069,735,6,2,Bachelor,Rent,0,Web_Portal,APP-1884
25,111544.0,23066,436,29,4,PhD,Own,1,Web_Portal,APP-3654
59,87782.0,3006,849,0,2,PhD,Own,1,Web_Portal,APP-6921
76,32588.0,16365,470,23,4,PhD,Own,0,Web_Portal,APP-7187
23,177642.0,19772,342,27,3,Master,Own,0,Web_Portal,APP-9085
60,126262.0,2691,387,31,2,Master,Rent,0,Web_Portal,APP-7742
81,53924.0,4469,648,23,2,PhD,Own,0,Web_Portal,APP-8626
81,68750.0,21242,518,36,0,Master,Rent,0,Web_Portal,APP-6680
40,112303.0,9163,641,33,2,PhD,Mortgage,1,Web_Portal,APP-8007
20,27004.0,34147,632,21,1,Master,Mortgage,0,Web_Portal,APP-10686
36,168388.0,41121,844,7,3,PhD,Own,0,Web_Portal,APP-3202
44,92265.0,37820,532,9,3,High School,Rent,0,Web_Portal,APP-7107
84,87092.0,19157,363,35,0,PhD,Own,1,Web_Portal,APP-7417
31,145407.0,37827,388,35,0,Bachelor,Mortgage,1,Web_Portal,APP-2262
84,181845.0,42474,405,6,0,Bachelor,Own,0,Web_Portal,APP-9379
66,121584.0,15358,694,36,4,Master,Own,0,Web_Portal,APP-1975
24,75329.0,41508,756,13,2,Bachelor,Rent,0,Web_Portal,APP-6831
55,161295.0,36489,409,26,2,Bachelor,Mortgage,0,Web_Portal,APP-5925
51,83328.0,43911,636,38,3,Master,Rent,0,Web_Portal,APP-1941
42,183118.0,9338,488,23,4,Master,Rent,1,Web_Portal,APP-5723
26,30619.0,34598,414,18,4,Bachelor,Rent,0,Web_Portal,APP-3387
18,90600.0,20049,546,34,2,Master,Rent,0,Web_Portal,APP-10728
63,54626.0,44624,658,39,0,Bachelor,Mortgage,0,Web_Portal,APP-6021
67,26304.0,22306,700,2,2,Bachelor,Rent,0,Web_Portal,APP-5391
48,119423.0,16009,524,33,4,PhD,Rent,0,Web_Portal,APP-6148
83,166486.0,21371,687,34,0,PhD,Rent,0,Web_Portal,APP-4221
33,102747.0,4201,682,20,0,PhD,Own,1,Web_Portal,APP-4882
31,176018.0,15760,301,7,3,High School,Rent,0,Web_Portal,APP-10438
39,81897.0,2177,408,38,3,High School,Rent,0,Web_Portal,APP-7624
34,120972.0,44831,622,19,3,Master,Own,0,Web_Portal,APP-6918
30,49164.0,26720,767,37,3,Bachelor,Rent,1,Web_Portal,APP-3789
76,183249.0,48031,847,28,1,Bachelor,Mortgage,0,Web_Portal,APP-1944
33,108304.0,21302,673,3,0,Master,Own,0,Web_Portal,APP-9908
47,186026.0,32529,358,33,1,High School,Own,1,Web_Portal,APP-2857
89,68967.0,49009,574,39,1,PhD,Own,0,Web_Portal,APP-10080
20,,1571,464,2,0,PhD,Mortgage,0,Web_Portal,APP-5108
49,147171.0,40635,636,38,1,Bachelor,Own,0,Web_Portal,APP-9513
82,149014.0,25641,700,39,0,Bachelor,Own,0,Web_Portal,APP-4255
19,69986.0,25144,373,3,0,High School,Own,0,Web_Portal,APP-3690
49,67234.0,16162,756,9,2,Bachelor,Mortgage,0,Web_Portal,APP-10512
45,44260.0,4246,700,33,3,Bachelor,Own,1,Web_Portal,APP-7961
27,103482.0,46117,558,36,0,Bachelor,Rent,0,Web_Portal,APP-2319
73,147976.0,25955,559,22,3,Bachelor,Rent,1,Web_Portal,APP-9882
65,179832.0,24990,431,6,1,High School,Mortgage,0,Web_Portal,APP-10880
32,123480.0,30628,802,30,1,Master,Rent,1,Web_Portal,APP-6162
45,154942.0,24935,313,35,0,Bachelor,Rent,0,Web_Portal,APP-6829
61,71901.0,17387,320,24,0,High School,Mortgage,0,Web_Portal,APP-8953
40,146913.0,34779,578,39,0,Master,Own,0,Web_Portal,APP-6958
29,22781.0,16907,333,39,1,Bachelor,Own,0,Web_Portal,APP-10271
19,38383.0,34733,454,9,0,High School,Rent,0,Web_Portal,APP-4475
82,,25204,652,28,0,PhD,Rent,0,Web_Portal,APP-4505
50,172777.0,48581,826,29,1,PhD,Own,0,Web_Portal,APP-5749
80,,9373,546,22,2,Master,Own,0,Web_Portal,APP-3477
52,65693.0,4770,787,23,3,High School,Mortgage,0,Web_Portal,APP-10490
75,151517.0,14489,788,33,2,Bachelor,Mortgage,0,Web_Portal,APP-7615
23,68167.0,49444,589,11,3,PhD,Rent,0,Web_Portal,APP-8413
35,182130.0,8137,340,6,2,Bachelor,Rent,0,Web_Portal,APP-8586
81,197182.0,36879,353,3,2,PhD,Mortgage,0,Web_Portal,APP-6344
78,21431.0,14603,305,14,0,PhD,Rent,0,Web_Portal,APP-10863
26,173577.0,16438,335,28,4,PhD,Rent,1,Web_Portal,APP-8111
