SqFt,Bedrooms,Bathrooms,Age,Neighborhood,Garage,Price
1228,4,2,75,Rural,1,278019.41806798085
3691,4,1,20,Urban,0,630346.000042198
3012,4,1,9,Urban,0,539392.8598048146
1496,5,2,49,Rural,0,325295.18074872135
1938,5,3,19,Suburban,0,403157.76937591657
722,5,1,28,Urban,1,208549.2716773155
2148,3,3,6,Suburban,0,372065.381876136
1663,4,2,19,Rural,1,328705.8076642132
3740,1,2,36,Urban,1,601212.6480201945
2007,5,1,64,Urban,0,400211.80313382315
3001,1,3,26,Suburban,0,471772.4954092621
4945,1,3,38,Rural,0,766242.0493774648
2050,1,2,39,Rural,1,342406.91492382815
2555,2,2,31,Rural,0,426766.50414642604
1975,5,2,86,Urban,0,394539.4847071761
4886,2,3,99,Rural,0,754597.3110754227
1159,4,3,36,Rural,0,257143.80974307208
4252,4,3,3,Urban,1,716592.6344970698
2617,1,3,5,Rural,1,401816.71964339644
1934,4,3,54,Suburban,0,357980.9306313335
523,4,1,8,Rural,0,145856.37143662877
3962,4,2,94,Suburban,0,666808.3924494565
1361,1,2,26,Rural,0,215053.52499853194
4964,1,1,37,Suburban,1,762103.0884341797
1212,2,1,73,Rural,1,229895.69587651273
3675,5,3,95,Suburban,0,659050.2858343791
1783,2,2,63,Rural,1,300193.4009753232
1970,5,2,2,Rural,0,394384.4392067849
3458,2,3,17,Urban,1,549471.5722011677
2921,4,1,23,Rural,1,529915.7833412578
1719,2,3,86,Urban,1,297044.8113711897
2253,3,1,44,Rural,1,396261.14947525004
2785,1,3,93,Suburban,0,437963.17286390776
2756,4,1,78,Urban,0,485089.0294386953
1988,5,3,77,Suburban,0,387516.0594405982
4384,1,3,49,Suburban,1,668994.1711146565
1559,5,1,40,Urban,0,331186.9019852091
3911,5,3,69,Rural,1,678638.1508892037
1979,4,3,22,Suburban,1,381976.29360416357
4785,3,3,63,Rural,1,786554.0831411525
4392,4,3,62,Rural,1,725369.2859527649
3836,5,3,15,Urban,0,679169.3634100419
2218,4,3,14,Urban,0,403692.9185788204
3149,1,2,83,Rural,1,505013.9488451427
4427,2,3,49,Rural,1,699279.6719027414
4714,3,1,61,Suburban,1,764652.1494459286
2834,2,3,20,Suburban,0,468509.0743924077
4085,1,3,0,Rural,1,624543.2201818163
2634,1,1,57,Urban,0,430637.8356187058
1191,5,2,79,Urban,1,271319.0275235747
4233,4,3,26,Suburban,1,716412.5094999513
1694,4,3,32,Urban,0,331378.05899971916
1267,2,1,62,Rural,0,223125.4802064814
2497,4,3,62,Suburban,0,445639.0369458503
4013,3,2,45,Suburban,0,653950.5484932623
1991,2,1,19,Rural,0,336979.28891853784
4005,1,3,81,Rural,0,630487.4024920893
4859,3,2,18,Urban,0,789396.2113088114
3259,1,1,64,Rural,0,494435.36525657
754,5,3,82,Urban,1,228856.85871593107
3878,3,2,66,Suburban,0,639370.7541179595
3956,2,2,91,Suburban,0,614119.9426796328
3091,4,2,19,Rural,0,535333.5502659599
4117,5,2,15,Suburban,0,696801.4796267904
4502,5,3,0,Urban,1,778668.1729275254
1928,4,1,65,Suburban,0,358643.8351271193
4678,1,3,66,Urban,0,724815.776344068
2927,1,1,9,Rural,1,454911.8167814045
3422,3,2,20,Rural,0,567329.63224683
2314,4,2,72,Suburban,0,436295.9800658793
2622,2,3,36,Suburban,1,432891.1150142915
622,2,3,59,Urban,0,148990.98910309075
1914,3,2,15,Suburban,1,343082.6844247387
4656,5,1,43,Suburban,1,798220.1618593365
1335,2,2,31,Urban,0,235640.94656140966
2837,5,1,50,Rural,1,525340.2366010927
2201,4,3,16,Rural,0,412166.8145411217
4892,1,2,23,Rural,0,745703.9763877677
912,5,2,1,Urban,1,253205.9521872382
3857,3,1,88,Rural,0,632178.690928898
4573,4,1,64,Urban,0,764035.6925528174
512,4,3,87,Rural,0,156839.52868976293
3088,4,1,41,Urban,1,534862.8659471205
4638,2,3,26,Urban,0,747136.0984632808
2056,5,2,68,Suburban,1,402726.67901030637
2818,5,2,68,Urban,0,532953.8627437503
4529,5,2,16,Rural,0,773801.5795150333
1619,3,2,16,Rural,1,284038.14833386353
2886,5,1,51,Suburban,0,522633.5852638516
3972,5,3,83,Suburban,0,702425.8189634007
911,2,1,27,Suburban,1,177963.54378391657
4696,4,2,11,Suburban,1,781248.6999815326
3374,2,2,77,Urban,0,528221.6549271938
2421,4,2,96,Suburban,0,441867.93923942966
2380,1,3,24,Suburban,1,365280.17480434803
2345,4,2,12,Suburban,1,446937.2426315745
601,5,2,74,Urban,1,176806.43216465955
2999,4,2,43,Suburban,1,525245.7260240732
4394,3,3,75,Rural,1,710146.1892993333
4856,3,3,8,Suburban,1,792925.9115703178
2404,5,1,33,Suburban,1,438529.05499702296
551,3,1,66,Rural,0,144234.4840475309
3720,4,1,46,Urban,0,634155.5654369026
2430,3,3,79,Suburban,0,421652.70709707576
3185,3,3,20,Suburban,0,538387.9823378543
4106,3,3,88,Urban,0,680469.5895875138
810,4,3,93,Rural,1,206014.04274921436
1336,1,1,13,Suburban,0,224126.86651750794
3463,3,2,79,Rural,0,554998.0804724481
4540,4,3,71,Rural,1,768277.418050608
2065,4,2,10,Suburban,1,381366.41199409025
3161,5,1,19,Rural,0,568491.7343958298
1710,3,3,44,Urban,0,314928.2313298512
2182,2,3,3,Rural,0,378484.42095689307
2321,3,2,11,Urban,0,386834.4633727874
3570,5,2,59,Urban,1,640949.8934369937
2431,3,2,99,Rural,1,431352.68274272984
4053,4,3,81,Rural,0,707510.5881873162
3212,3,1,96,Suburban,0,545977.5421697488
1715,3,3,38,Suburban,1,327066.4631901394
1922,4,2,88,Urban,1,375786.82906684093
4718,2,1,5,Rural,0,749329.522756719
1529,2,1,64,Rural,0,271319.564607485
2284,3,3,39,Urban,1,391209.0380914053
3104,4,3,11,Rural,1,547218.6011869553
1887,5,2,41,Urban,0,383275.9742900525
1400,1,3,30,Rural,0,227682.57609416655
3413,1,2,61,Suburban,0,511661.52535574284
4405,3,1,82,Suburban,0,728842.3411180476
4332,4,1,14,Urban,0,734675.3317788292
635,1,3,43,Suburban,1,121863.10907900754
4258,3,3,98,Urban,1,695527.3197911151
1294,2,2,21,Urban,1,234080.869660565
3666,4,2,0,Suburban,1,615138.2405468851
3335,1,2,52,Rural,1,525743.2030031962
4960,4,2,34,Rural,1,812191.3280379178
1048,2,1,38,Rural,0,207157.01705378608
3690,5,2,85,Suburban,0,653629.1249523298
2916,4,2,57,Rural,0,518381.9175478577
3178,2,1,0,Suburban,1,509221.88982882095
2167,1,2,30,Suburban,1,357369.3013843323
4212,5,2,32,Rural,1,726251.8044018456
3878,5,3,4,Rural,1,670874.7798213835
906,3,1,63,Suburban,1,206229.6463206248
4753,2,1,50,Urban,0,764782.8136056412
3743,2,3,54,Rural,1,596406.0729367769
3018,3,1,47,Urban,0,498652.6079666165
556,2,3,24,Urban,1,132737.62076180498
4773,2,1,14,Rural,0,773597.6356923713
2503,4,1,58,Rural,1,464984.61643550283
1261,5,3,55,Urban,1,297364.5408096345
1661,5,1,70,Rural,0,347665.834450224
4364,4,3,9,Urban,1,740316.4650625049
3101,2,2,71,Urban,0,501580.1424852833
796,5,3,6,Suburban,1,224265.4799682587
862,3,2,34,Suburban,0,186333.12303398096
863,3,1,88,Urban,0,183931.70129726062
853,2,2,59,Rural,0,174619.20926815475
1277,2,3,40,Suburban,0,213106.2118559228
1295,4,1,72,Urban,1,274464.51963077195
1928,3,2,21,Urban,1,347751.58872003556
1786,4,1,60,Rural,0,335584.43816803105
4302,2,2,0,Urban,0,690215.2113845142
1602,1,1,27,Suburban,0,259196.7710282515
2965,5,3,41,Rural,0,536814.0544097892
1088,2,1,1,Urban,0,201779.1047999966
2216,5,3,62,Suburban,1,442935.1422261605
2023,2,3,87,Suburban,0,344815.79434644285
1594,2,3,38,Suburban,1,286774.266271276
1418,5,3,56,Urban,1,307974.2454967372
4274,5,2,40,Rural,0,739038.8784354437
2098,4,1,29,Urban,0,386207.09422140254
3321,5,3,1,Urban,0,614890.0135635202
2215,3,2,25,Rural,1,404260.6508547665
4376,3,1,6,Rural,1,729972.4595500351
1767,5,2,54,Rural,1,366728.9788358926
3082,2,1,21,Urban,0,521443.8718832402
3276,4,3,96,Urban,1,569143.8727527458
2472,1,3,67,Suburban,1,383104.91030292807
923,1,1,80,Rural,0,160558.0958295549
3749,4,2,64,Urban,0,637867.0720696583
4261,2,1,56,Suburban,0,675048.6108070257
4227,1,3,23,Rural,1,662970.1045776533
1590,4,1,12,Rural,1,309468.2332776547
822,4,3,34,Urban,1,202159.33986679104
3627,5,3,61,Suburban,1,644377.6417636005
1644,2,3,0,Rural,1,285107.59625213937
4490,2,3,3,Urban,1,712442.0771772466
3202,3,3,34,Suburban,0,540502.8495844713
4296,3,3,16,Suburban,1,704770.7779198602
3936,4,3,13,Rural,0,677817.7423092682
2508,2,2,84,Urban,1,433883.1563004787
1814,2,2,65,Rural,1,302807.7901343583
855,3,3,12,Rural,1,191978.74326580385
4778,3,1,66,Rural,0,774044.6778912281
841,5,2,36,Urban,1,215702.2862481434
1064,4,3,27,Urban,1,213504.22850674688
649,5,3,6,Urban,0,214800.78566217664
2304,2,3,22,Suburban,0,386310.14894740784
4017,1,2,79,Rural,0,612161.5743514525
734,4,3,30,Suburban,0,178162.81666617928
3634,1,3,77,Suburban,0,556779.6605006582
4182,1,3,14,Urban,0,654762.6947278469
3928,2,2,64,Rural,0,625877.9741807947
3563,5,2,48,Urban,0,656390.300273544
1531,5,3,21,Rural,0,336137.4812127352
3860,4,1,10,Urban,1,670564.7819671717
1431,2,3,34,Rural,0,249774.8874458499
1846,4,2,55,Suburban,1,366316.3772609482
636,4,1,51,Rural,1,190733.77598221655
1008,4,2,9,Suburban,0,219203.9034713847
2277,5,3,47,Suburban,0,457178.6317680602
3293,1,2,69,Suburban,1,507410.6021568563
4516,5,2,42,Rural,0,773122.7018939838
2841,1,3,39,Suburban,0,430099.2404548747
3405,1,3,76,Suburban,0,525121.5667501298
4065,5,1,72,Suburban,0,705423.2447490501
1227,3,3,52,Rural,0,246351.78117840452
4987,1,1,32,Urban,0,765151.3928335373
3501,5,1,16,Rural,1,613498.8014270285
1037,4,1,1,Rural,1,238496.87957440023
4788,1,3,31,Suburban,1,736021.0009402694
939,4,2,43,Urban,0,223035.56307789683
1807,4,2,19,Suburban,1,341970.09952280606
4436,1,2,79,Suburban,0,687480.219842704
3403,5,1,55,Rural,0,621362.1550442193
1313,5,2,29,Urban,1,288145.5369234002
2281,5,2,96,Suburban,1,440358.6265953367
639,5,3,19,Rural,1,208318.32130370208
1302,5,1,87,Suburban,1,294730.7536341377
2029,1,1,72,Suburban,0,321695.2697930241
2220,3,2,51,Suburban,1,395922.8900278452
1240,2,1,33,Rural,1,244292.64512215712
3803,4,3,33,Urban,0,655786.2994004027
3876,1,2,46,Suburban,1,591507.7015738788
1339,5,1,71,Rural,0,295341.5471570511
2874,2,2,5,Rural,0,472403.24381941184
1202,2,1,60,Suburban,1,237074.59467335028
853,3,3,91,Suburban,1,200430.90083885516
959,3,2,32,Urban,1,195003.10594660998
2917,3,1,58,Urban,0,492167.7856567917
2045,5,1,10,Suburban,1,407481.3223207041
4957,1,1,71,Rural,1,735441.0908214439
1754,2,1,9,Urban,0,289388.5866363474
719,2,3,83,Rural,0,156447.82317387537
4241,1,3,98,Rural,1,647902.300892235
2064,5,3,93,Rural,0,401006.8740613176
3312,1,2,23,Urban,1,522293.79497142235
1991,4,3,20,Rural,1,353680.15346401423
2553,5,2,92,Suburban,1,493645.388173905
2686,2,3,19,Urban,0,444965.76517311734
2567,1,2,25,Urban,0,406609.2971811192
3015,5,3,67,Suburban,0,544317.1487439654
4352,4,1,49,Rural,0,729821.6706913458
1714,4,3,50,Urban,0,357867.4109666976
3827,1,3,57,Rural,1,605441.1325637613
4260,2,2,69,Suburban,1,685378.8813619479
1161,1,1,99,Suburban,0,194957.09356705772
1018,1,3,5,Rural,0,160036.98164708057
4348,4,1,6,Rural,0,728325.4760001318
1798,3,3,44,Suburban,1,316887.04654330824
1535,3,3,1,Urban,1,300861.4944553897
2445,3,1,17,Rural,1,446180.04085231543
3882,1,3,70,Urban,0,608540.4428767777
1541,2,3,72,Rural,0,260790.27083467226
507,1,1,2,Rural,0,85692.47860527484
4020,3,3,51,Rural,1,658290.9879338496
4131,5,2,90,Rural,1,692537.167578234
1192,5,2,30,Suburban,1,289467.419701041
2105,2,3,50,Urban,0,358675.13776726084
1747,5,1,31,Rural,1,356305.601705788
3640,4,1,51,Urban,1,611091.003225988
4001,3,2,71,Urban,0,654630.6487152443
518,5,3,15,Suburban,0,172850.47450701648
654,4,1,46,Suburban,0,188047.0584432682
1967,5,2,72,Suburban,1,388944.6541987199
1485,1,3,8,Suburban,0,245777.6141349815
2147,1,1,55,Urban,0,350962.3952213149
3284,5,1,15,Suburban,0,588348.8109248206
3289,2,3,81,Rural,1,545016.5258085267
920,5,1,66,Rural,1,251016.01448542872
750,4,1,92,Rural,0,178321.11870971223
3008,4,3,88,Suburban,1,518472.2633579189
1384,4,3,81,Suburban,0,288203.3358490096
4108,1,3,49,Rural,0,630615.2932957413
3086,1,3,26,Urban,0,484411.13397649385
551,3,1,57,Rural,1,133883.70371298448
1661,1,1,76,Rural,1,259156.44691724886
3517,3,1,2,Suburban,1,597398.5956099431
2910,1,2,61,Suburban,1,470971.6006852484
2776,5,3,89,Urban,1,535701.106463484
4340,3,1,36,Suburban,0,711695.0767563381
4430,3,2,45,Suburban,1,722103.1760817129
3581,1,3,72,Rural,1,557839.9883942497
2679,1,3,26,Rural,1,413932.70584321
795,1,2,19,Suburban,1,135093.7034733403
1335,2,1,73,Urban,0,243656.84018483013
1021,5,1,82,Suburban,0,257234.3740264713
857,3,3,20,Suburban,1,177155.1402695788
2016,2,3,56,Urban,1,343686.108523719
1557,3,2,65,Urban,1,287356.59011163155
3928,2,1,24,Urban,1,625063.7133940392
4952,2,3,41,Rural,1,772812.9289712546
3586,3,3,35,Rural,0,584033.4263291686
3632,1,1,90,Urban,0,572910.2486149624
1195,3,2,61,Suburban,1,249394.28720229957
583,2,3,95,Urban,1,139258.466568395
3848,3,3,17,Urban,1,642557.6287772664
3440,3,2,70,Suburban,0,552977.7041248415
4821,2,2,83,Urban,1,745587.3536775276
2120,5,2,74,Suburban,0,428294.255359697
1739,2,1,5,Rural,0,285566.958676625
3513,2,2,6,Rural,1,557186.1131366807
2964,5,1,69,Urban,1,559655.0781083354
1879,4,1,26,Suburban,0,381596.79088570445
3307,1,2,35,Rural,0,537610.3058904909
4424,4,3,57,Suburban,1,755442.3108835323
1799,5,2,9,Urban,1,376897.6893424454
4709,5,1,51,Urban,1,787388.5104485042
3433,4,1,87,Suburban,0,607921.2078273898
1476,5,3,25,Rural,1,308969.287837187
4674,3,3,52,Suburban,0,752061.815547193
1063,1,1,1,Suburban,0,177908.51255838867
2581,5,3,52,Urban,0,479591.28977640194
999,3,1,80,Rural,1,209068.19606203868
2342,1,1,45,Urban,0,376528.2926370882
1023,2,3,86,Rural,0,197766.22459946034
4443,2,2,39,Rural,1,715038.5067535888
1826,4,3,19,Suburban,0,351080.6912664162
3914,1,2,96,Rural,0,603762.2119343042
1035,2,1,61,Suburban,1,198890.2672373431
745,5,1,49,Suburban,1,216530.41489263286
3109,5,3,73,Rural,0,548567.6867584678
1737,2,3,10,Suburban,0,300425.5297811614
589,3,2,79,Rural,0,153556.08855693584
2116,1,3,50,Urban,1,322244.5173368038
1400,2,3,70,Suburban,1,249450.77604952463
3722,3,3,73,Suburban,0,628455.7567465481
2301,2,1,49,Urban,1,394677.29210938636
522,3,1,44,Suburban,0,134263.40546559592
1334,4,3,20,Rural,0,277571.62424007285
2773,3,1,18,Urban,0,473346.49335174164
3893,2,1,66,Suburban,1,625987.5026369619
1533,1,3,17,Rural,0,273108.3985182415
3796,3,3,2,Suburban,0,618019.932371761
2810,2,3,3,Urban,1,473969.67478893005
2898,4,1,24,Urban,0,506733.8607061477
544,4,3,14,Urban,1,159813.19083033473
1433,2,1,42,Rural,1,248889.14200763506
2596,5,3,78,Urban,1,487387.5196988681
4270,1,1,33,Rural,0,669323.4355751474
2293,1,1,29,Rural,0,363488.28737199894
1949,3,3,82,Rural,1,367103.81108252984
3927,4,3,43,Rural,1,655053.9736841994
4684,2,2,31,Suburban,0,739869.9976477484
1488,5,2,55,Suburban,1,314563.69927642186
1917,2,2,19,Rural,0,329222.5158062966
1922,4,2,90,Rural,0,372476.29484585783
942,1,1,90,Rural,0,158001.72951897173
2978,2,2,79,Rural,0,489304.7182488043
4449,3,2,20,Urban,0,723797.7929872922
2949,4,2,79,Urban,1,526745.9603933059
1590,4,1,36,Suburban,1,301238.33835582633
2308,5,2,2,Urban,1,444618.4997790816
3503,4,2,43,Urban,0,603093.540076491
2716,2,1,86,Urban,0,465050.27271018043
3396,3,1,79,Suburban,1,562278.6275319698
3170,4,1,93,Urban,1,563830.4874418952
3460,5,1,12,Suburban,0,620726.514562427
2443,5,2,16,Rural,1,476921.3520240841
4928,2,2,26,Urban,1,794773.192810464
4537,2,1,11,Suburban,0,738089.3325695234
4518,3,2,99,Rural,0,735079.0128042718
3768,5,3,3,Urban,0,661547.9536955729
754,3,1,37,Rural,0,186184.13298951095
3546,2,2,85,Rural,0,563911.7868441998
3214,1,1,87,Suburban,0,505197.12767843547
702,2,2,4,Urban,0,155526.68928064487
2885,4,3,75,Urban,0,505601.08571739006
4080,5,1,71,Suburban,0,715854.9411865171
2010,3,3,40,Suburban,0,362003.62914487964
3412,1,2,8,Urban,0,536891.8640756434
4585,3,1,2,Suburban,0,765577.5832982422
2302,5,1,15,Suburban,0,446134.09729326563
2721,2,1,9,Urban,0,473999.8949135791
1532,1,2,82,Suburban,0,261800.89100376048
1456,3,1,9,Urban,0,288849.0042160943
2263,1,3,14,Urban,1,377482.01239596866
4309,2,2,56,Rural,1,708473.9070190539
3601,1,3,8,Rural,1,554616.259515699
3882,2,3,19,Urban,1,626645.6019079497
2037,5,3,37,Urban,0,406243.4587041075
766,1,1,5,Suburban,0,136820.4564629801
4308,4,2,2,Suburban,0,705979.0874574056
4311,5,2,22,Suburban,0,760874.6836131858
2947,3,2,16,Suburban,1,504285.19932677114
610,4,3,73,Urban,0,155591.10229645058
1461,1,3,76,Urban,1,233526.87194183402
4054,4,2,70,Rural,0,694668.0665995143
1506,3,1,47,Suburban,0,316616.0561458843
1179,1,3,37,Urban,0,189338.10568516163
3709,1,1,67,Urban,1,580432.0523067409
1655,4,2,45,Urban,0,325921.94428718195
4798,1,1,20,Urban,0,744212.9551226549
3573,3,2,89,Suburban,0,589439.8253720461
3220,1,1,53,Rural,1,504555.29663541715
3583,4,1,11,Suburban,0,616115.3544203226
2937,4,2,96,Suburban,1,531248.587353697
746,1,1,34,Urban,0,144437.69485559844
2252,4,1,54,Rural,1,432333.78645569744
2161,2,2,65,Urban,1,377290.9548571028
2125,5,2,21,Urban,1,423226.96469248564
2320,3,3,48,Rural,0,393023.4557695275
4691,3,2,82,Suburban,1,777127.4239502742
4467,3,2,49,Suburban,1,717020.2006661395
1204,5,1,30,Urban,0,282391.97834157053
2365,1,1,14,Rural,0,381862.64403579046
4496,2,1,73,Suburban,0,710948.4334154044
3189,3,3,27,Urban,1,544003.1169284803
2464,4,3,19,Urban,0,447442.853819781
948,5,1,70,Rural,0,233257.17767885688
2968,4,3,91,Suburban,0,532329.4855741049
2993,4,3,62,Rural,0,516798.9581474668
722,3,3,15,Rural,1,170738.88601389495
3350,1,1,78,Rural,1,529182.8230384402
4492,5,2,77,Urban,1,777607.4708981384
4668,2,3,20,Rural,0,747469.5412016283
1299,4,3,83,Suburban,1,268413.15114402096
3783,3,3,4,Rural,1,628085.5565008597
3726,1,1,85,Urban,1,583288.0612443981
600,4,2,3,Urban,1,201448.26445673857
1250,3,2,89,Urban,0,247937.27815517643
3802,2,2,6,Suburban,1,613870.7466102495
3537,3,3,32,Urban,1,583263.4329891183
3596,2,1,14,Urban,0,573989.8096416667
1044,2,3,95,Urban,1,206820.3410057775
2766,3,1,4,Urban,1,466643.09970321634
676,1,3,6,Suburban,1,140294.63422855048
1162,4,2,54,Suburban,1,249184.3567632646
4581,1,3,45,Urban,1,706980.4705246454
971,1,3,4,Urban,1,147941.50415385916
3999,1,1,8,Rural,0,607066.1530634374
517,3,1,19,Rural,0,124991.35155610088
4104,3,1,48,Rural,1,681693.8194473174
3771,5,2,25,Rural,0,673224.5003517122
1791,4,2,99,Rural,1,348002.3305867075
2003,2,1,60,Suburban,0,325574.0906473641
4964,4,2,98,Rural,0,830371.0036518477
2347,1,2,10,Urban,0,380464.6717164986
4267,3,1,88,Urban,0,691969.8334766265
2014,5,2,67,Rural,1,404600.3617938234
1637,4,1,81,Rural,0,308717.68742165336
4278,5,1,47,Suburban,1,744900.6659247272
3149,5,1,75,Suburban,1,553465.6818639169
4697,1,1,60,Urban,1,718472.8287470312
1424,4,3,4,Rural,0,303318.61840330577
808,4,1,83,Rural,0,201654.2493077674
3090,1,2,39,Suburban,0,498761.10083389276
2275,4,1,67,Rural,0,433524.3023344515
1800,1,3,86,Suburban,0,303607.35450095776
3447,5,3,81,Suburban,0,601196.5968657145
1911,2,3,8,Rural,1,319018.3893444615
4265,2,2,94,Rural,0,675489.9432640142
3806,2,3,52,Suburban,1,607217.441513683
3012,2,2,2,Urban,0,498707.7343125778
2578,2,2,91,Rural,0,418648.6078790387
3722,5,3,35,Suburban,1,658356.9365504244
3663,1,3,98,Suburban,0,552043.7340069608
1716,4,1,50,Rural,0,339611.68637404573
4711,3,2,75,Suburban,1,767991.9189859193
2948,4,1,80,Rural,1,525505.1350039701
4596,5,2,97,Suburban,1,779080.9080607501
3508,4,1,62,Suburban,1,609535.6222761974
4343,5,1,97,Rural,0,744391.4959638846
4343,1,1,4,Suburban,0,685374.1150307095
1688,1,2,50,Rural,1,294041.2230206876
4277,3,1,68,Rural,0,694080.2515339747
2322,3,2,10,Urban,0,419843.2019844138
4398,1,2,97,Urban,1,685999.4125819512
1496,3,3,29,Rural,0,272776.79891083925
1995,2,3,62,Urban,1,352464.25434556557
4500,3,3,10,Rural,1,731561.467604815
3917,5,1,9,Suburban,0,685623.512634334
3132,4,2,5,Rural,1,545617.4447633512
4948,2,1,22,Suburban,0,799154.6119689813
4658,1,3,33,Rural,1,720655.7423994981
4713,3,1,40,Suburban,0,778370.0792347573
1286,3,1,6,Suburban,1,256082.81687155957
4563,5,3,35,Urban,0,777236.8786943395
812,3,2,25,Suburban,1,179759.99615611337
4283,5,1,17,Rural,1,748549.6926051591
2286,2,1,41,Suburban,1,384168.2715523026
4537,1,1,57,Rural,1,712914.133277589
1979,5,3,75,Rural,1,407838.5956222184
4324,5,3,50,Suburban,0,738025.5198551446
1233,3,2,97,Urban,0,249786.65552471037
2927,3,3,78,Rural,0,492296.123336247
3876,1,1,57,Rural,1,622359.8481766682
2501,4,1,14,Rural,1,448017.17637000495
720,1,3,43,Suburban,1,128703.89903419488
1894,1,3,15,Suburban,1,310757.47480924806
1009,4,2,99,Rural,0,236092.78709241928
2743,3,1,66,Urban,1,486969.57855330256
3539,5,3,25,Rural,0,639066.1442402839
3605,3,1,96,Suburban,1,608584.5454208417
4936,2,2,2,Rural,1,784479.0899548964
887,5,3,7,Rural,1,236357.74906661123
3808,5,3,86,Urban,1,661570.8909391193
4357,1,3,37,Rural,1,679897.6449998679
4007,2,3,64,Rural,1,647216.8107334845
1107,1,3,24,Suburban,1,193698.14651838632
676,2,3,97,Urban,1,133913.37463604682
2444,5,1,54,Rural,0,474871.8971778055
4641,2,1,56,Rural,1,742593.8428629104
4894,1,1,16,Suburban,1,751667.6627327383
2840,2,2,31,Suburban,0,472193.15343140275
901,3,2,50,Rural,0,196217.89407854914
2013,5,3,79,Rural,1,392994.6743088623
3909,5,1,96,Urban,1,694466.1084806195
3512,3,1,71,Rural,1,568014.4398770386
635,2,2,9,Urban,0,138627.56771943407
3434,4,3,57,Suburban,0,598618.3167836387
1430,2,2,93,Rural,1,261955.71033901683
3665,4,1,36,Suburban,1,631502.5070162349
1685,1,3,6,Urban,1,284245.4147854338
1668,4,3,51,Suburban,0,335643.9829917028
1393,2,3,62,Urban,1,246282.73825566564
4961,3,1,91,Urban,1,801076.6814186904
1488,4,3,33,Urban,0,302127.532176306
885,4,2,41,Suburban,1,204177.65272318205
3396,2,2,71,Rural,1,548350.5215598523
621,4,1,96,Suburban,1,174262.05555171124
1773,5,2,40,Urban,1,376348.65179411275
2232,2,1,82,Suburban,1,387148.8976956439
1935,5,3,15,Rural,0,397579.801532165
2634,2,2,93,Suburban,1,438510.44130354904
1004,4,3,98,Suburban,0,249750.32965174585
2264,1,3,78,Suburban,0,360983.993119614
1087,5,2,4,Suburban,1,277749.505167089
4973,5,1,15,Rural,1,841364.4138050989
3864,5,3,66,Urban,0,671290.9401738064
2460,4,3,89,Rural,1,457221.7092135858
1088,3,2,49,Urban,1,228037.623342515
3738,2,3,33,Rural,1,615778.5078526213
898,1,3,68,Suburban,0,167352.70697788216
4061,3,2,58,Urban,0,669327.5351723011
3930,4,3,31,Rural,0,666714.7469585033
2755,3,1,66,Rural,0,478683.4922745989
2502,2,3,2,Urban,1,428721.6983883862
4564,5,1,45,Urban,0,776632.9298933172
3067,5,3,14,Rural,0,563094.4523758173
2805,2,2,29,Urban,1,429352.116158807
1034,4,3,75,Suburban,1,246349.7740985874
2115,4,2,12,Urban,0,403148.353206203
979,2,3,27,Urban,0,196712.07101548073
681,5,3,3,Rural,1,219728.0257936819
3269,4,3,30,Suburban,0,577798.0779771026
4264,1,1,59,Rural,0,668685.2120130254
1156,4,1,77,Suburban,0,257279.06624184138
1698,5,1,22,Rural,1,351348.7642414099
4155,2,1,7,Rural,1,669336.9374590024
1922,1,3,91,Urban,0,303784.62040820834
4720,4,3,69,Urban,1,788671.3719297406
831,5,1,3,Urban,1,205638.51468080335
4368,4,3,4,Rural,1,746874.3620740704
1847,3,2,7,Urban,0,335493.13166455476
2522,3,3,87,Urban,1,438800.2426668954
2204,4,3,67,Rural,0,419136.1004347725
1262,4,2,56,Suburban,1,267114.72726000665
2551,5,3,5,Suburban,1,486950.11239667895
4967,2,1,54,Suburban,1,777781.5923117938
3217,3,3,69,Rural,0,540503.0806599812
3097,5,3,8,Rural,0,577124.9911473492
3724,3,2,26,Rural,1,622862.3979810686
2003,4,2,1,Rural,1,390883.5492504447
4802,2,3,1,Rural,1,735945.7807959565
2124,4,1,50,Rural,1,413309.93997199036
3140,1,3,30,Suburban,1,493843.0241825419
583,3,2,69,Rural,1,156313.0061211739
962,1,1,38,Suburban,1,156717.2225096079
4987,5,2,95,Suburban,0,854929.4703476616
3094,4,3,12,Suburban,1,532963.8510251959
3211,5,2,15,Rural,0,599520.2215362294
3564,1,3,73,Rural,0,538184.5716151408
1405,3,3,13,Urban,0,274411.33940733573
4637,3,3,88,Suburban,0,755141.060191911
2817,3,1,81,Suburban,1,487374.39180265047
2939,4,3,7,Suburban,0,519135.74642657285
852,4,3,85,Urban,0,216925.27796493826
861,5,1,50,Rural,0,207220.6301097053
3354,2,1,61,Urban,0,544820.4789767229
1613,1,1,5,Urban,0,279112.0532368499
693,5,3,78,Urban,0,198618.49322039395
2313,2,1,5,Rural,0,386052.1383919486
3000,3,2,9,Urban,1,521922.52953320905
4401,4,3,64,Suburban,1,731452.826517
2049,3,2,83,Rural,0,374661.84297559195
3535,5,2,73,Suburban,0,633476.1049571048
3838,1,2,20,Urban,0,607673.8174561464
2449,4,1,29,Rural,0,444015.9070694459
3532,2,3,0,Suburban,0,586731.9024049296
4759,1,2,50,Suburban,0,743413.6691862685
3820,3,3,86,Rural,1,623756.9898067559
